주민등록번호,이름,세대주관계,세대원1,세대원1관계,세대원2,세대원2관계,세대원3,세대원3관계
770425-5634429,윤준수,본인,,,,,,
981127-0203751,정하민,본인,정예연,배우자,,,,
830407-3657813,임현빈,본인,윤서영,배우자,최하율,자녀,,
571009-5537825,강민연,본인,장예연,배우자,김서혁,자녀,,
540813-4312340,강현윤,본인,정현호,배우자,정민호,자녀,이윤진,자녀
800404-4914274,한태수,본인,김민우,배우자,임하영,자녀,,
500509-1638303,최현현,본인,김민호,배우자,,,,
640302-0818843,김예우,본인,윤하혁,배우자,,,,
530313-3741975,이영우,본인,최하우,배우자,,,,
621002-6581441,임준현,본인,,,,,,
750708-7702397,이서윤,본인,김서영,배우자,박도진,자녀,,
711002-0237403,최준아,본인,이정호,배우자,윤현율,자녀,박서우,자녀
640402-1554124,한하연,본인,장도빈,배우자,윤예윤,자녀,,
561010-5035497,이영아,본인,오윤영,배우자,,,,
601127-1298749,윤도윤,본인,조준진,배우자,김서혁,자녀,,
700628-2907525,송태빈,본인,장윤우,배우자,김준율,자녀,장도빈,자녀
890414-9134645,송도현,본인,장도연,배우자,윤정수,자녀,최준호,자녀
970521-6913601,이하아,본인,오지우,배우자,,,,
520221-3184401,윤서영,본인,,,,,,
800704-2667870,정지수,본인,최도연,배우자,정현영,자녀,,
630814-9075312,윤예윤,본인,,,,,,
580206-1648495,한서현,본인,,,,,,
880916-3767257,임영현,본인,,,,,,
631206-1219118,한지빈,본인,임현영,배우자,윤정호,자녀,장준호,자녀
851203-9225741,강현빈,본인,박도윤,배우자,최지진,자녀,김민율,자녀
890912-5247127,강도민,본인,정윤영,배우자,임하윤,자녀,,
890524-4070016,한도아,본인,,,,,,
640801-1078375,임하진,본인,,,,,,
650110-4924126,윤태영,본인,임현혁,배우자,,,,
500403-0391303,김서진,본인,김서호,배우자,,,,
690922-6205435,이도빈,본인,이준수,배우자,최하연,자녀,,
790409-7161950,최민아,본인,박준윤,배우자,,,,
910105-1629618,임민윤,본인,정예진,배우자,오정윤,자녀,박민호,자녀
930528-3266956,윤영연,본인,정윤우,배우자,윤하혁,자녀,,
580905-6163906,한영빈,본인,윤현진,배우자,박지영,자녀,,
640402-2566302,정지아,본인,윤하영,배우자,최윤수,자녀,최서영,자녀
750105-7169449,강지민,본인,정예영,배우자,,,,
900405-0137366,정준수,본인,장예연,배우자,조서혁,자녀,박도윤,자녀
830418-9974683,최지진,본인,임하율,배우자,정준영,자녀,김현빈,자녀
741128-1773202,이도현,본인,이민우,배우자,조하윤,자녀,,
690826-4510371,한태윤,본인,장윤윤,배우자,임윤진,자녀,장하호,자녀
590604-8177644,한예윤,본인,,,,,,
521127-0977426,박예우,본인,,,,,,
530504-3168694,송준빈,본인,장현영,배우자,,,,
661127-7592222,윤태윤,본인,,,,,,
920428-1610681,김지영,본인,박도율,배우자,,,,
631121-4306765,박현민,본인,임하영,배우자,,,,
510923-2255653,최예영,본인,,,,,,
990525-2293361,정도아,본인,이도연,배우자,,,,
690114-4155786,송태현,본인,,,,,,
820206-9574545,정지민,본인,,,,,,
910804-9651887,정하윤,본인,오지혁,배우자,이예빈,자녀,정예윤,자녀
770326-4125731,정현현,본인,김예윤,배우자,,,,
990316-9928332,임현현,본인,정정호,배우자,김현율,자녀,정예영,자녀
670718-4481639,송도아,본인,,,,,,
940718-8374672,윤서빈,본인,윤지윤,배우자,이서호,자녀,,
891106-6109977,김영민,본인,최윤우,배우자,정정윤,자녀,장민호,자녀
880705-8122672,한현빈,본인,김예빈,배우자,,,,
900419-7010877,한도윤,본인,오하윤,배우자,최하연,자녀,,
780411-5629255,김서연,본인,,,,,,
780312-6606959,박영연,본인,김도수,배우자,,,,
961217-8929547,송서수,본인,임정율,배우자,,,,
741027-7284934,윤현우,본인,김준혁,배우자,윤도우,자녀,오예율,자녀
600324-7954106,박지현,본인,윤도호,배우자,정현혁,자녀,정예연,자녀
800124-0452715,최서수,본인,김예혁,배우자,,,,
750703-4787253,송민연,본인,,,,,,
541014-2620031,임서연,본인,,,,,,
550127-2093859,박태수,본인,오윤빈,배우자,임하혁,자녀,,
720616-5066414,윤태진,본인,정서수,배우자,임준진,자녀,조서수,자녀
530223-2376281,김서윤,본인,조도빈,배우자,김준빈,자녀,,
501210-6695715,윤준빈,본인,김예혁,배우자,,,,
611111-3004344,박예연,본인,김윤연,배우자,,,,
641010-3752094,강도윤,본인,박도수,배우자,조윤영,자녀,,
550908-8572440,이서영,본인,,,,,,
840906-8713842,송민영,본인,윤서영,배우자,이하혁,자녀,,
501201-7652877,정민수,본인,정지혁,배우자,김지진,자녀,,
540720-6730429,임서연,본인,윤현율,배우자,,,,
970912-3193666,박예영,본인,조민빈,배우자,,,,
760701-3291008,최민민,본인,,,,,,
980503-4389461,김서현,본인,오현호,배우자,,,,
550428-9359704,김하아,본인,임지수,배우자,오지혁,자녀,이지율,자녀
510416-1950981,최영영,본인,정정진,배우자,임정빈,자녀,임민윤,자녀
861004-6453565,송예연,본인,김준율,배우자,,,,
641028-8898653,강현우,본인,정도호,배우자,오예호,자녀,,
790122-6151234,송서우,본인,이하연,배우자,윤지혁,자녀,,
941117-4405785,송하연,본인,조현호,배우자,김서윤,자녀,,
850914-2717763,김현수,본인,,,,,,
571014-9856041,송현현,본인,최준영,배우자,,,,
610526-4916838,강예수,본인,,,,,,
520926-6650054,윤태우,본인,김지영,배우자,,,,
631210-6586676,최민현,본인,이정수,배우자,이도혁,자녀,박지혁,자녀
810423-0744414,김도영,본인,이하혁,배우자,장서혁,자녀,장윤율,자녀
610524-8143483,한서영,본인,김준영,배우자,장준수,자녀,,
810801-4910858,김민수,본인,정서혁,배우자,정지진,자녀,박현호,자녀
820623-3806840,김서윤,본인,,,,,,
931217-8198364,이지빈,본인,,,,,,
890804-2008554,윤현아,본인,임준호,배우자,오정영,자녀,장예수,자녀
991119-1790706,박현영,본인,김서우,배우자,,,,
621121-1315523,임영우,본인,,,,,,
641224-0893192,최지진,본인,김하우,배우자,,,,
500820-1446305,송준연,본인,정하빈,배우자,최서혁,자녀,,
641205-1828052,김지빈,본인,김현진,배우자,오윤우,자녀,,
570614-9261954,강민민,본인,정정수,배우자,오정빈,자녀,정준수,자녀
590207-7960790,임하현,본인,장서연,배우자,오민영,자녀,,
570323-7287626,송도수,본인,오지우,배우자,,,,
620416-1365377,박도아,본인,,,,,,
900616-7154889,윤예현,본인,정예우,배우자,장도수,자녀,,
870221-8013721,박영연,본인,박하윤,배우자,김예혁,자녀,임서빈,자녀
690928-2249742,임지수,본인,이도연,배우자,,,,
850821-6209095,최예현,본인,박하호,배우자,윤도우,자녀,최지호,자녀
700412-3528612,송지윤,본인,조지윤,배우자,조정진,자녀,,
760606-3494651,이도진,본인,임정영,배우자,정준연,자녀,정지빈,자녀
960723-9945553,김예윤,본인,,,,,,
990517-3019398,임도영,본인,조준빈,배우자,,,,
920605-7374848,최영아,본인,최하호,배우자,,,,
731211-2411376,정지아,본인,최예연,배우자,오도빈,자녀,,
881113-7675723,정태진,본인,조준빈,배우자,박서연,자녀,윤서율,자녀
640513-4531286,박영아,본인,정민윤,배우자,,,,
900104-9749277,최태진,본인,최도율,배우자,최준윤,자녀,,
650315-7561825,이하진,본인,,,,,,
931008-4913975,한민우,본인,최도호,배우자,윤하우,자녀,,
970613-0394724,윤준현,본인,,,,,,
900707-1282869,이도윤,본인,이준호,배우자,정예영,자녀,,
800627-0644600,강영우,본인,장정빈,배우자,,,,
521106-0966912,한현민,본인,김현연,배우자,오예혁,자녀,조준호,자녀
560305-9470943,한서아,본인,,,,,,
560122-1612241,한준영,본인,최윤빈,배우자,김서빈,자녀,,
571223-9881993,이준현,본인,이준우,배우자,,,,
660524-9437147,박서수,본인,오지호,배우자,,,,
631102-0458005,이민우,본인,최도우,배우자,오예윤,자녀,박하혁,자녀
800922-0486516,이준윤,본인,최민진,배우자,,,,
711202-3028453,임예우,본인,정서빈,배우자,박정수,자녀,,
610407-6669224,박도민,본인,조지우,배우자,,,,
530622-8583162,강영진,본인,윤도율,배우자,임윤율,자녀,,
830428-1650039,강예민,본인,이현윤,배우자,,,,
890406-1586523,이예수,본인,오하혁,배우자,,,,
971018-5511213,한영현,본인,윤하윤,배우자,오윤윤,자녀,,
790505-3904904,송예현,본인,장하율,배우자,,,,
851113-3612885,박서우,본인,박민연,배우자,,,,
790425-2178728,최지아,본인,윤준수,배우자,윤도수,자녀,,
950625-6068849,임현영,본인,장서우,배우자,최지윤,자녀,이지영,자녀
520404-1215269,윤예빈,본인,박하윤,배우자,,,,
660312-0989867,강하우,본인,이서수,배우자,이현혁,자녀,,
510508-8348248,강준연,본인,조정우,배우자,,,,
690306-2099012,강영영,본인,,,,,,
550325-6218480,최태아,본인,임준혁,배우자,,,,
630226-8333887,최서현,본인,,,,,,
590627-7902997,정현진,본인,박서빈,배우자,,,,
991110-4793316,윤태아,본인,정지빈,배우자,오서율,자녀,최민우,자녀
930117-1632224,이서민,본인,박도진,배우자,,,,
520426-0577943,송준영,본인,,,,,,
990616-3675507,송현우,본인,김서빈,배우자,이하율,자녀,이예호,자녀
840202-9366966,최태민,본인,정현호,배우자,최지율,자녀,조도영,자녀
600126-7667926,최민연,본인,이도혁,배우자,,,,
580117-3334042,한태현,본인,장준윤,배우자,,,,
511226-3741137,임태빈,본인,오정영,배우자,최민혁,자녀,윤정호,자녀
870223-1496588,박지진,본인,조서빈,배우자,윤윤윤,자녀,,
510504-0519553,한민우,본인,김하호,배우자,정도율,자녀,,
820403-9913685,최서영,본인,오서영,배우자,윤현진,자녀,,
700222-9798583,강예영,본인,윤준진,배우자,임현율,자녀,오서연,자녀
800428-4376920,이준우,본인,오현윤,배우자,김도빈,자녀,박민연,자녀
940102-1328687,윤태연,본인,박하율,배우자,,,,
560822-7811906,박하우,본인,박예연,배우자,,,,
741124-8499786,강현민,본인,장예우,배우자,,,,
780505-2374894,한준영,본인,,,,,,
730803-7143434,윤현현,본인,정윤영,배우자,,,,
940221-1439859,강도민,본인,임지진,배우자,장민윤,자녀,김예혁,자녀
670815-6270719,강서연,본인,,,,,,
850528-5683156,정태우,본인,장예우,배우자,장정우,자녀,,
590412-2195624,한하현,본인,,,,,,
700215-2964383,최영영,본인,,,,,,
560116-9782513,박예수,본인,오윤연,배우자,,,,
870919-3716107,윤태아,본인,,,,,,
970915-8316697,송서민,본인,,,,,,
840928-4484342,임서진,본인,오하우,배우자,오지수,자녀,임지진,자녀
760522-2768272,송하빈,본인,최서혁,배우자,오하우,자녀,,
910814-3365242,김예수,본인,조하윤,배우자,박윤윤,자녀,,
691219-7967039,강예아,본인,조현우,배우자,,,,
510620-6260047,정준진,본인,정윤혁,배우자,최예우,자녀,임현연,자녀
621222-9693774,박서아,본인,김준윤,배우자,조도윤,자녀,조지윤,자녀
760226-3396869,최하민,본인,김윤율,배우자,임민호,자녀,,
631102-1782285,이예빈,본인,이준혁,배우자,,,,
840712-9576715,김영진,본인,,,,,,
580327-4752155,한민윤,본인,오지연,배우자,최서연,자녀,임도수,자녀
800503-2493346,박도현,본인,임하윤,배우자,이현빈,자녀,오준율,자녀
550102-7400004,윤하진,본인,박민우,배우자,이하혁,자녀,오하빈,자녀
520617-4608061,김민민,본인,,,,,,
531003-1187826,최태진,본인,장민우,배우자,,,,
720917-6380096,송준진,본인,박윤호,배우자,김윤호,자녀,,
560104-9420349,송현빈,본인,김준윤,배우자,이도수,자녀,,
760704-3257795,임지연,본인,김정율,배우자,최도빈,자녀,,
881010-7633703,최영현,본인,오준빈,배우자,이준영,자녀,조하윤,자녀
630903-7810823,박예윤,본인,박민진,배우자,임정빈,자녀,,
940227-5796767,박하윤,본인,최민호,배우자,조민호,자녀,,
920517-8431348,정예우,본인,오예율,배우자,,,,
730213-4410358,정도연,본인,이정호,배우자,,,,
780305-2366187,강준우,본인,정현우,배우자,장정윤,자녀,윤서율,자녀
650109-7368478,이준진,본인,조하영,배우자,김서진,자녀,,
750406-4620499,윤현수,본인,임지호,배우자,,,,
890823-5447222,윤서우,본인,정서진,배우자,,,,
520407-2197109,김민현,본인,,,,,,
751125-6463637,임현민,본인,박하우,배우자,오현진,자녀,,
910626-2400217,이지아,본인,,,,,,
501214-6527256,이지빈,본인,,,,,,
701024-0121681,이예아,본인,오하진,배우자,,,,
580414-3749721,임예진,본인,최민우,배우자,최윤영,자녀,,
801220-1181915,임하진,본인,,,,,,
651121-5961758,정서윤,본인,장정영,배우자,,,,
901008-9215271,김태현,본인,박준연,배우자,임서호,자녀,최민영,자녀
770903-6440878,송태연,본인,최윤진,배우자,박예윤,자녀,정준연,자녀
910828-1087368,임도영,본인,,,,,,
550904-3747081,최태진,본인,김민윤,배우자,장지혁,자녀,장서수,자녀
930410-9432789,임민아,본인,오서윤,배우자,장도빈,자녀,오하진,자녀
560613-5242340,강서영,본인,정도호,배우자,조윤빈,자녀,최준율,자녀
720811-3248533,박하민,본인,,,,,,
800816-9629075,임민진,본인,최정혁,배우자,오하율,자녀,임서진,자녀
510817-8514920,임준우,본인,,,,,,
610227-3640837,송도우,본인,,,,,,
760708-8330952,이도아,본인,이예혁,배우자,,,,
910106-7686144,이예아,본인,정지호,배우자,,,,
750418-1554927,김도진,본인,조예수,배우자,이하영,자녀,김정호,자녀
970504-4223626,김서연,본인,오지빈,배우자,정정진,자녀,장지수,자녀
520727-8448207,한현진,본인,오현영,배우자,윤윤윤,자녀,박예윤,자녀
861218-2152796,최영빈,본인,윤서우,배우자,조서빈,자녀,,
980714-0040133,한하아,본인,최지율,배우자,최도진,자녀,,
680719-0695525,정준민,본인,박예율,배우자,김준수,자녀,,
660404-5474985,김지빈,본인,박현우,배우자,윤하빈,자녀,박정율,자녀
911111-9623173,이준우,본인,최윤영,배우자,오예영,자녀,최지빈,자녀
751226-0862823,최현현,본인,조서윤,배우자,최하호,자녀,,
910616-1956021,정지수,본인,장정연,배우자,,,,
550519-4832093,최하민,본인,윤도혁,배우자,,,,
570509-9408798,최도영,본인,김도연,배우자,오현우,자녀,,
630210-3338228,윤서영,본인,최도빈,배우자,,,,
820317-9239341,임태진,본인,박준빈,배우자,장정영,자녀,,
501026-3637458,정민영,본인,,,,,,
671208-9729402,한서빈,본인,오현율,배우자,,,,
570225-8380701,김하아,본인,,,,,,
680918-9204400,이예영,본인,,,,,,
840422-4772787,한영우,본인,김준연,배우자,,,,
651111-8949591,송영수,본인,오윤혁,배우자,,,,
920605-2974449,강예윤,본인,최도연,배우자,박하진,자녀,조지우,자녀
561108-8729638,김영윤,본인,이윤빈,배우자,최정율,자녀,,
931020-2871783,정서진,본인,,,,,,
870412-2146438,박준연,본인,,,,,,
720221-9655861,윤지연,본인,,,,,,
770703-9760690,한민민,본인,김서율,배우자,,,,
970916-9830929,최민아,본인,장준빈,배우자,장예호,자녀,박하호,자녀
910324-6081670,임민빈,본인,최하빈,배우자,,,,
750418-5784521,한영윤,본인,임윤진,배우자,최도영,자녀,오민수,자녀
780125-8691531,정서빈,본인,박민빈,배우자,이정빈,자녀,,
660414-9835112,임서우,본인,임서수,배우자,이정윤,자녀,,
560601-8307352,강예아,본인,오하빈,배우자,이준우,자녀,박현혁,자녀
540111-3796999,송지아,본인,,,,,,
671005-0201319,한도윤,본인,박예혁,배우자,임서빈,자녀,박도호,자녀
760901-2178814,김준영,본인,윤서진,배우자,임지우,자녀,최도호,자녀
501122-2020450,임현진,본인,정하윤,배우자,,,,
761203-3524482,윤영수,본인,장하혁,배우자,,,,
801003-4116565,임지진,본인,박서혁,배우자,,,,
970212-7487722,박서연,본인,윤정율,배우자,김도연,자녀,박민호,자녀
690105-4250291,이준윤,본인,김현율,배우자,,,,
931104-4736185,최영아,본인,이민수,배우자,,,,
850624-7426078,김영연,본인,임윤진,배우자,윤준빈,자녀,이준우,자녀
821117-3984040,김현진,본인,장예율,배우자,임지연,자녀,오도윤,자녀
810428-8253001,송태아,본인,,,,,,
901014-0647793,최영빈,본인,오예혁,배우자,조현수,자녀,,
950811-4880666,박지현,본인,,,,,,
540511-7880407,송영우,본인,,,,,,
900401-8918426,이영윤,본인,임민호,배우자,정민혁,자녀,윤도연,자녀
800308-1823804,임민빈,본인,정정수,배우자,정예영,자녀,,
570927-8565947,윤서빈,본인,조정영,배우자,정지율,자녀,,
500202-5351876,박민수,본인,최준진,배우자,,,,
790201-6841350,윤현빈,본인,장하혁,배우자,,,,
531126-0294139,윤하수,본인,,,,,,
840825-2069096,정태수,본인,조현혁,배우자,최정혁,자녀,조현혁,자녀
651114-9585346,윤태연,본인,이정호,배우자,,,,
941116-9361350,박민민,본인,김민호,배우자,장하호,자녀,,
731201-0016521,송태현,본인,오서윤,배우자,박지연,자녀,,
550214-8959326,윤하영,본인,장하빈,배우자,,,,
840106-6069389,정하우,본인,조지우,배우자,,,,
610519-6648734,김하진,본인,,,,,,
680905-5897084,정영우,본인,임하호,배우자,장윤호,자녀,이하우,자녀
780308-8791382,이태아,본인,정민혁,배우자,,,,
761219-0782480,이도우,본인,,,,,,
930422-0184351,김현우,본인,최현빈,배우자,조현호,자녀,,
540724-2430863,박도윤,본인,,,,,,
910404-0857929,임도민,본인,이정진,배우자,,,,
740217-7690947,한영연,본인,최서우,배우자,,,,
570422-2106920,이도연,본인,오하빈,배우자,조하우,자녀,,
810903-9980109,김민윤,본인,조윤수,배우자,박현윤,자녀,,
920202-8919120,김영진,본인,윤하율,배우자,,,,
940209-9433122,임서윤,본인,,,,,,
660112-7225548,이태연,본인,윤서연,배우자,장지빈,자녀,,
960919-3738362,정준진,본인,이도진,배우자,이서우,자녀,,
701104-2647627,박도연,본인,정도율,배우자,장지연,자녀,조정수,자녀
760518-5510306,송준수,본인,,,,,,
721201-3621948,이도빈,본인,,,,,,
511004-3460054,윤예아,본인,윤예영,배우자,김하호,자녀,윤예호,자녀
570811-2239488,임현영,본인,,,,,,
980502-6238838,송영진,본인,조준호,배우자,임서진,자녀,,
511005-5782403,강예윤,본인,,,,,,
550810-8922186,임영민,본인,최현혁,배우자,,,,
500107-3269230,최도수,본인,임하윤,배우자,이서호,자녀,박현영,자녀
611024-1947530,박서현,본인,오민영,배우자,오하혁,자녀,정정호,자녀
770911-7988580,이태진,본인,최하진,배우자,,,,
901118-4918690,박준민,본인,,,,,,
870606-2416930,임영윤,본인,윤예연,배우자,임도영,자녀,,
570815-8148742,강예영,본인,윤도윤,배우자,,,,
581219-1529126,김태진,본인,정도연,배우자,임예빈,자녀,,
980816-3389617,이준연,본인,윤준윤,배우자,조도혁,자녀,김준혁,자녀
511024-1529408,박지연,본인,장준우,배우자,김지윤,자녀,임하호,자녀
980803-2712886,강지빈,본인,이지연,배우자,,,,
610701-3437000,윤영현,본인,윤정율,배우자,정서수,자녀,,
820810-7625453,임도영,본인,이준호,배우자,,,,
760306-7014690,정태아,본인,오지진,배우자,김현율,자녀,,
620502-0486163,최도윤,본인,김정진,배우자,김서진,자녀,윤정진,자녀
960413-6037461,한영민,본인,임현진,배우자,최지혁,자녀,,
930621-7837586,강민연,본인,박도진,배우자,이하호,자녀,,
570408-2659061,한태민,본인,최민우,배우자,이예진,자녀,,
670712-0771592,이지현,본인,박예율,배우자,,,,
680317-1143421,박영빈,본인,,,,,,
550207-2453564,박민우,본인,,,,,,
571104-3665331,정태아,본인,김예율,배우자,조서수,자녀,,
960903-4426991,강예아,본인,,,,,,
590503-4600479,강현영,본인,,,,,,
670124-3962994,김도민,본인,장정우,배우자,,,,
540102-9204145,한하진,본인,임서진,배우자,김서우,자녀,,
860114-4143230,김예진,본인,오민빈,배우자,박윤윤,자녀,최예율,자녀
901122-7624200,윤영연,본인,,,,,,
931117-7029176,김태빈,본인,정준수,배우자,최민영,자녀,조정율,자녀
990316-0703444,한민현,본인,조지빈,배우자,,,,
960426-0423125,송민연,본인,,,,,,
750825-0187538,임지영,본인,김서호,배우자,조예진,자녀,,
990316-2015410,송예수,본인,이도연,배우자,,,,
500619-8181374,강준빈,본인,,,,,,
770810-1664430,강준연,본인,정현윤,배우자,윤윤수,자녀,,
620105-8282216,윤지우,본인,오현호,배우자,오윤윤,자녀,,
990902-9859500,송영현,본인,윤현율,배우자,,,,
960527-1639573,최예현,본인,조도수,배우자,윤윤호,자녀,,
710612-6158218,한서영,본인,,,,,,
990928-3580103,이민현,본인,,,,,,
870528-3095126,이현연,본인,김도진,배우자,,,,
660303-7637016,임지연,본인,임예연,배우자,최지진,자녀,,
700726-3778580,강준윤,본인,윤정진,배우자,임서율,자녀,오윤호,자녀
590821-7070351,강현진,본인,오지우,배우자,오윤혁,자녀,,
661118-0829554,윤지수,본인,장예우,배우자,,,,
581219-1442366,송준영,본인,이민윤,배우자,윤하율,자녀,정민우,자녀
891226-5544849,이지영,본인,조민영,배우자,윤정연,자녀,,
680116-5795580,최도우,본인,조하수,배우자,,,,
710809-7701402,이하빈,본인,최지윤,배우자,박예윤,자녀,,
530109-7238198,김현영,본인,,,,,,
520921-8444079,강준아,본인,김준우,배우자,최현호,자녀,장윤빈,자녀
730817-9293854,윤현윤,본인,장윤율,배우자,,,,
760225-7031615,최현진,본인,,,,,,
840502-6177798,한하현,본인,박윤진,배우자,윤예율,자녀,임서영,자녀
800527-0248047,이지아,본인,이예빈,배우자,오서율,자녀,,
580913-5938981,최준빈,본인,장준혁,배우자,김윤수,자녀,,
781218-0565503,윤영연,본인,오도진,배우자,이윤혁,자녀,김준혁,자녀
650228-6794696,강서영,본인,최도율,배우자,조현빈,자녀,,
770723-3448495,박준아,본인,김지연,배우자,,,,
960324-0153909,윤현수,본인,조하빈,배우자,오현진,자녀,,
980323-2354781,강예우,본인,이예영,배우자,윤준혁,자녀,오민수,자녀
831028-0704401,임도빈,본인,윤하우,배우자,조준호,자녀,,
530127-0763126,최태영,본인,최정연,배우자,윤지우,자녀,최현수,자녀
661110-6409756,이지민,본인,오민윤,배우자,,,,
770224-0583788,박태아,본인,윤정진,배우자,김민윤,자녀,김서수,자녀
960509-2223401,윤영민,본인,윤서영,배우자,조준연,자녀,조서빈,자녀
700301-5349195,김민진,본인,,,,,,
900112-2552807,강지수,본인,임정혁,배우자,최도호,자녀,,
570609-9537320,윤예우,본인,,,,,,
560415-2277449,김서현,본인,임하혁,배우자,,,,
870123-8634235,최하우,본인,오지빈,배우자,오지연,자녀,,
720119-5518663,최지연,본인,이민윤,배우자,,,,
960819-5081352,정준민,본인,이민수,배우자,,,,
770812-9685396,이민우,본인,김윤우,배우자,조정윤,자녀,조예연,자녀
881012-0613772,윤민윤,본인,윤서율,배우자,,,,
831125-5767680,윤영아,본인,정예진,배우자,김서연,자녀,장현빈,자녀
780107-4014956,김예현,본인,오현진,배우자,,,,
801208-3072194,강도빈,본인,,,,,,
620115-3816984,한현진,본인,정준연,배우자,,,,
651020-8909483,임준민,본인,최민빈,배우자,윤서혁,자녀,임도수,자녀
500720-6382876,임도빈,본인,장준진,배우자,최도율,자녀,정도영,자녀
830903-9976483,송예빈,본인,박현영,배우자,임하빈,자녀,,
630328-7453331,임태빈,본인,,,,,,
960327-1082374,김영민,본인,이도윤,배우자,,,,
610106-5602151,송하수,본인,임도우,배우자,,,,
920912-7445763,이현영,본인,,,,,,
671227-4697551,한태아,본인,,,,,,
820506-0744423,박현현,본인,윤지진,배우자,오윤빈,자녀,,
760616-4278305,정준수,본인,조지수,배우자,,,,
640424-8655551,김도빈,본인,정윤빈,배우자,김하빈,자녀,,
740821-4953356,이지연,본인,조정호,배우자,김도율,자녀,,
981013-1842429,김준윤,본인,,,,,,
850809-2792533,정준현,본인,정도호,배우자,장지영,자녀,,
851211-8516347,최태민,본인,,,,,,
800818-1522655,한민윤,본인,,,,,,
570609-7945271,최태윤,본인,장현진,배우자,윤서연,자녀,조민윤,자녀
911212-6784676,정하아,본인,최예빈,배우자,박현연,자녀,,
710615-1289568,송서현,본인,,,,,,
500605-4534223,최준수,본인,,,,,,
570426-3230198,임서빈,본인,,,,,,
620206-1408714,윤민아,본인,김준빈,배우자,윤도빈,자녀,임윤윤,자녀
801121-6423784,한지영,본인,이지호,배우자,,,,
770307-0753200,임하아,본인,,,,,,
540106-5160715,한영민,본인,조민혁,배우자,,,,
600906-9785126,한영진,본인,박민수,배우자,조준빈,자녀,정현윤,자녀
630502-1683506,강하윤,본인,조정율,배우자,정서호,자녀,,
500127-9606360,이민빈,본인,정지혁,배우자,임현혁,자녀,윤서율,자녀
920705-3336926,강영영,본인,윤하호,배우자,,,,
830114-2942645,임준빈,본인,최도수,배우자,,,,
841007-3069009,김서영,본인,,,,,,
710415-5529858,이태영,본인,,,,,,
590521-9829671,한하아,본인,,,,,,
880517-3736682,박도빈,본인,이도윤,배우자,,,,
950902-9184470,정현아,본인,박준영,배우자,오정수,자녀,,
630615-6211333,강현영,본인,김서혁,배우자,임예연,자녀,,
610418-9135978,임현우,본인,,,,,,
651216-3294774,박서아,본인,이지연,배우자,,,,
650124-5921378,임예민,본인,장윤호,배우자,박정연,자녀,,
751227-7624215,한예연,본인,임하진,배우자,박민빈,자녀,,
570618-0193445,한태현,본인,최현영,배우자,최윤빈,자녀,오서혁,자녀
970928-4918762,이태우,본인,김도호,배우자,김서율,자녀,,
871016-5811273,박준현,본인,최준수,배우자,,,,
830107-1523054,정현진,본인,최지영,배우자,,,,
871213-6493875,한현아,본인,김하호,배우자,박도윤,자녀,윤정혁,자녀
571020-7638554,최서연,본인,오예영,배우자,최민빈,자녀,조정율,자녀
800624-2323206,윤태영,본인,조민빈,배우자,김현호,자녀,오서빈,자녀
740818-8903345,임서윤,본인,최준우,배우자,오준율,자녀,,
860403-0541563,윤예영,본인,최서연,배우자,이하혁,자녀,,
500228-4942367,정예영,본인,박지연,배우자,임민진,자녀,박서율,자녀
910909-7828989,한민현,본인,장현영,배우자,장민윤,자녀,최서빈,자녀
610419-9764504,김지빈,본인,김준혁,배우자,장지우,자녀,,
550323-7620151,이지현,본인,정정혁,배우자,박민연,자녀,,
910608-7737810,박예윤,본인,정서진,배우자,,,,
950609-4716946,한지현,본인,장준혁,배우자,장도영,자녀,정하연,자녀
770618-7417001,임하영,본인,김하진,배우자,,,,
821211-6496253,임도윤,본인,조정율,배우자,최준호,자녀,,
820209-2102015,한민민,본인,,,,,,
500220-1490605,최민윤,본인,정정우,배우자,오도수,자녀,,
780719-3415693,김도진,본인,,,,,,
820228-8438287,박하윤,본인,,,,,,
970620-9447140,임하우,본인,,,,,,
610809-5995771,정준영,본인,오서호,배우자,,,,
611005-1838986,박서진,본인,조서호,배우자,,,,
990720-6759028,이영영,본인,박현율,배우자,김윤혁,자녀,,
611024-1648510,송태진,본인,최예호,배우자,,,,
940520-0494370,윤준진,본인,,,,,,
520213-8064101,송도윤,본인,정도우,배우자,정도우,자녀,장지율,자녀
640517-8381008,강영빈,본인,김윤연,배우자,정현혁,자녀,임준호,자녀
610717-1129096,송서윤,본인,,,,,,
770710-0550352,정준진,본인,임정우,배우자,이예율,자녀,임민혁,자녀
900118-0314243,송도우,본인,장지빈,배우자,정민빈,자녀,조하수,자녀
640711-6182710,임현우,본인,최민우,배우자,윤준영,자녀,김도수,자녀
980528-0429451,한준영,본인,최예영,배우자,조민연,자녀,조정우,자녀
760921-7912291,박예영,본인,이예수,배우자,장정영,자녀,임하호,자녀
590801-2140387,최준연,본인,장예율,배우자,김예우,자녀,,
910320-8393896,윤민민,본인,윤준진,배우자,,,,
720110-7092355,한태민,본인,,,,,,
881207-9910775,강하수,본인,오하연,배우자,이정율,자녀,,
561115-3032984,최준빈,본인,윤예수,배우자,장지영,자녀,최도호,자녀
611225-3585299,송지우,본인,오준우,배우자,,,,
581102-5236641,김현진,본인,정하우,배우자,장윤호,자녀,,
850308-6035724,윤영현,본인,장윤연,배우자,,,,
